상담ID,고객ID,상담일시,상담유형,상담시간(분),상담원ID,상담평가,재상담필요
CALL001835,CUST002056,2024-05-01 11:00:00,불만,28,CS29,5,False
CALL001836,CUST001971,2023-01-10 12:00:00,요금조회,7,CS28,4,False
CALL001837,CUST002439,2024-07-22 14:00:00,신청,10,CS48,5,False
CALL001838,CUST001785,2023-07-08 13:00:00,요금조회,19,CS45,3,False
CALL001839,CUST001399,2024-12-01 09:00:00,불만,27,CS11,5,False
CALL001840,CUST004851,2023-11-17 10:00:00,신청,5,CS09,5,True
CALL001841,CUST000487,2023-05-06 15:00:00,홍보,22,CS13,4,False
CALL001842,CUST002334,2024-12-09 12:00:00,홍보,10,CS38,5,False
CALL001843,CUST004584,2024-02-23 13:00:00,요금조회,20,CS34,4,False
CALL001844,CUST000194,2024-11-07 11:00:00,홍보,4,CS46,5,False
CALL001845,CUST004342,2023-12-02 11:00:00,신청,25,CS20,4,False
CALL001846,CUST004440,2024-05-09 16:00:00,홍보,9,CS32,5,False
CALL001847,CUST001108,2023-02-21 09:00:00,불만,7,CS20,3,False
CALL001848,CUST002034,2024-06-08 17:00:00,불만,6,CS12,4,False
CALL001849,CUST000521,2023-04-20 13:00:00,홍보,28,CS41,5,False
CALL001850,CUST000650,2024-03-11 18:00:00,불만,26,CS11,4,False
CALL001851,CUST003646,2024-05-04 11:00:00,요금조회,2,CS22,3,False
CALL001852,CUST002415,2023-10-27 12:00:00,요금조회,19,CS26,5,False
CALL001853,CUST002040,2024-01-26 15:00:00,홍보,19,CS46,2,False
CALL001854,CUST002008,2023-03-31 15:00:00,요금조회,9,CS30,5,False
CALL001855,CUST000649,2024-03-29 14:00:00,신청,18,CS48,5,False
CALL001856,CUST000015,2023-06-16 17:00:00,불만,17,CS33,2,False
CALL001857,CUST001471,2024-02-12 17:00:00,기술지원,2,CS45,5,False
CALL001858,CUST000889,2023-03-08 12:00:00,홍보,24,CS32,4,False
CALL001859,CUST002804,2023-08-18 11:00:00,요금조회,9,CS05,5,False
CALL001860,CUST004507,2024-02-10 10:00:00,신청,26,CS33,5,False
CALL001861,CUST004397,2024-08-24 17:00:00,홍보,6,CS50,4,False
CALL001862,CUST004087,2024-08-12 12:00:00,불만,27,CS33,4,True
CALL001863,CUST001626,2024-01-21 18:00:00,불만,5,CS34,5,False
CALL001864,CUST001676,2024-03-16 12:00:00,기술지원,21,CS10,5,True
CALL001865,CUST002295,2023-12-16 08:00:00,요금조회,17,CS09,5,False
CALL001866,CUST002415,2024-09-16 17:00:00,불만,4,CS14,4,False
CALL001867,CUST000358,2024-08-11 17:00:00,기술지원,19,CS29,4,True
CALL001868,CUST002506,2023-01-30 08:00:00,신청,15,CS34,3,False
CALL001869,CUST001131,2023-04-25 08:00:00,신청,22,CS42,5,False
CALL001870,CUST004959,2024-06-29 17:00:00,불만,15,CS35,5,False
CALL001871,CUST002578,2024-07-21 13:00:00,홍보,6,CS42,5,False
CALL001872,CUST001846,2024-05-06 11:00:00,불만,28,CS31,2,True
CALL001873,CUST001456,2024-08-14 08:00:00,요금조회,27,CS04,4,False
CALL001874,CUST002914,2024-06-28 11:00:00,불만,1,CS22,5,False
CALL001875,CUST002037,2024-12-01 13:00:00,불만,26,CS43,5,False
CALL001876,CUST004752,2023-06-17 09:00:00,불만,10,CS35,5,True
CALL001877,CUST000821,2024-12-22 09:00:00,요금조회,11,CS19,4,True
CALL001878,CUST001686,2024-07-07 17:00:00,기술지원,10,CS05,4,False
CALL001879,CUST002534,2024-02-24 18:00:00,요금조회,11,CS25,4,True
CALL001880,CUST001140,2024-06-18 12:00:00,신청,5,CS34,3,False
CALL001881,CUST000916,2023-10-22 10:00:00,홍보,23,CS04,5,False
CALL001882,CUST000403,2024-10-28 12:00:00,홍보,23,CS25,3,False
CALL001883,CUST001281,2024-02-04 12:00:00,요금조회,7,CS45,5,False
CALL001884,CUST003194,2024-06-10 16:00:00,신청,9,CS05,5,False
CALL001885,CUST002727,2023-11-01 17:00:00,홍보,8,CS47,5,False
CALL001886,CUST004962,2024-11-17 17:00:00,불만,27,CS13,2,False
CALL001887,CUST000279,2024-04-13 17:00:00,홍보,7,CS45,1,False
CALL001888,CUST003566,2024-01-15 15:00:00,불만,17,CS47,4,False
CALL001889,CUST000528,2023-06-24 16:00:00,홍보,7,CS17,1,False
CALL001890,CUST001291,2024-01-15 15:00:00,불만,12,CS37,3,False
CALL001891,CUST001160,2023-12-03 18:00:00,신청,3,CS42,5,False
CALL001892,CUST004013,2024-12-28 17:00:00,홍보,17,CS24,4,False
CALL001893,CUST002267,2023-12-23 16:00:00,요금조회,9,CS26,5,False
CALL001894,CUST001278,2023-05-10 16:00:00,불만,17,CS20,3,False
CALL001895,CUST003264,2023-04-24 17:00:00,불만,15,CS30,5,False
CALL001896,CUST002662,2023-02-22 10:00:00,신청,27,CS48,5,False
CALL001897,CUST002580,2023-05-27 09:00:00,불만,17,CS37,4,True
CALL001898,CUST000700,2024-03-27 17:00:00,요금조회,8,CS39,2,False
CALL001899,CUST001828,2024-04-18 16:00:00,신청,15,CS35,4,False
CALL001900,CUST000740,2024-09-15 18:00:00,기술지원,27,CS18,4,False
CALL001901,CUST004421,2024-11-09 18:00:00,기술지원,9,CS26,4,False
CALL001902,CUST003236,2023-03-17 10:00:00,불만,16,CS02,4,False
CALL001903,CUST003115,2023-11-03 16:00:00,신청,8,CS49,3,False
CALL001904,CUST001946,2024-07-07 11:00:00,요금조회,6,CS44,5,False
CALL001905,CUST003618,2024-10-16 17:00:00,신청,13,CS21,5,False
CALL001906,CUST000585,2024-04-07 09:00:00,기술지원,23,CS33,5,False
CALL001907,CUST000305,2024-04-18 08:00:00,요금조회,8,CS28,3,False
CALL001908,CUST001177,2023-12-03 17:00:00,요금조회,25,CS44,4,True
CALL001909,CUST004109,2024-06-25 12:00:00,불만,27,CS29,4,False
CALL001910,CUST003419,2023-09-26 13:00:00,기술지원,11,CS40,4,False
CALL001911,CUST001964,2023-04-12 12:00:00,신청,5,CS18,3,False
CALL001912,CUST003522,2023-07-31 14:00:00,불만,7,CS37,4,False
CALL001913,CUST003975,2024-05-23 10:00:00,홍보,15,CS50,5,False
CALL001914,CUST000443,2024-06-19 14:00:00,신청,25,CS25,3,False
CALL001915,CUST003281,2024-06-19 09:00:00,요금조회,15,CS13,4,False
CALL001916,CUST003154,2023-03-26 10:00:00,요금조회,25,CS44,4,False
CALL001917,CUST002463,2023-08-11 18:00:00,홍보,9,CS35,4,False
CALL001918,CUST002652,2023-01-31 11:00:00,신청,28,CS16,5,True
CALL001919,CUST003501,2024-06-24 16:00:00,기술지원,29,CS01,1,False
CALL001920,CUST002149,2023-12-16 14:00:00,신청,2,CS40,5,False
CALL001921,CUST004028,2024-07-03 09:00:00,홍보,28,CS29,5,False
CALL001922,CUST004878,2023-03-25 17:00:00,요금조회,13,CS10,5,False
CALL001923,CUST002035,2023-09-09 17:00:00,신청,4,CS13,5,True
CALL001924,CUST001223,2024-05-18 16:00:00,홍보,26,CS26,1,False
CALL001925,CUST003859,2023-03-23 12:00:00,요금조회,16,CS08,5,False
CALL001926,CUST002339,2023-12-11 17:00:00,홍보,2,CS04,5,False
CALL001927,CUST003180,2023-01-12 08:00:00,신청,28,CS35,3,False
CALL001928,CUST000480,2024-09-24 18:00:00,불만,28,CS04,4,False
CALL001929,CUST003522,2024-08-09 18:00:00,신청,24,CS37,5,False
CALL001930,CUST002257,2023-06-20 09:00:00,불만,16,CS10,4,False
CALL001931,CUST003994,2024-03-31 15:00:00,요금조회,7,CS27,4,False
CALL001932,CUST000356,2024-08-13 08:00:00,불만,14,CS06,4,False
CALL001933,CUST003500,2024-01-15 13:00:00,신청,24,CS25,4,False
CALL001934,CUST004944,2023-06-01 16:00:00,홍보,18,CS26,5,False
CALL001935,CUST004140,2024-03-11 14:00:00,신청,27,CS09,4,False
CALL001936,CUST000429,2024-08-22 11:00:00,기술지원,17,CS01,5,False
CALL001937,CUST003849,2023-08-15 13:00:00,요금조회,10,CS07,5,False
CALL001938,CUST003716,2023-04-02 18:00:00,신청,27,CS27,1,False
CALL001939,CUST003542,2024-11-03 13:00:00,홍보,10,CS21,2,False
CALL001940,CUST003551,2024-05-31 16:00:00,기술지원,25,CS23,4,True
CALL001941,CUST003714,2023-01-22 15:00:00,홍보,12,CS21,5,True
CALL001942,CUST000327,2023-01-13 18:00:00,홍보,24,CS47,3,False
CALL001943,CUST002386,2023-11-23 11:00:00,홍보,21,CS29,4,False
CALL001944,CUST000301,2023-05-10 18:00:00,홍보,1,CS44,5,False
CALL001945,CUST004815,2024-02-09 08:00:00,신청,28,CS33,5,False
CALL001946,CUST002952,2023-05-05 09:00:00,요금조회,28,CS27,5,True
CALL001947,CUST000841,2024-08-12 11:00:00,기술지원,5,CS18,3,False
CALL001948,CUST003100,2024-08-21 09:00:00,불만,20,CS22,4,False
CALL001949,CUST001710,2023-01-11 11:00:00,홍보,25,CS32,5,False
CALL001950,CUST003603,2024-06-29 10:00:00,기술지원,9,CS43,4,False
CALL001951,CUST001641,2024-08-10 15:00:00,신청,21,CS34,3,False
CALL001952,CUST003642,2023-11-11 10:00:00,기술지원,27,CS26,5,False
CALL001953,CUST004240,2024-10-23 13:00:00,신청,27,CS21,4,False
CALL001954,CUST001784,2023-12-24 09:00:00,기술지원,8,CS21,3,False
CALL001955,CUST003322,2023-09-07 14:00:00,불만,20,CS49,5,True
CALL001956,CUST000149,2023-02-13 17:00:00,기술지원,18,CS49,4,False
CALL001957,CUST004770,2023-03-02 16:00:00,신청,24,CS23,3,True
CALL001958,CUST004633,2023-12-02 16:00:00,홍보,8,CS32,4,False
CALL001959,CUST004889,2023-04-14 16:00:00,홍보,7,CS23,3,False
CALL001960,CUST000148,2023-05-06 08:00:00,신청,25,CS07,3,False
CALL001961,CUST000859,2023-10-18 13:00:00,요금조회,24,CS12,4,False
CALL001962,CUST004134,2023-03-04 10:00:00,요금조회,16,CS17,4,False
CALL001963,CUST004686,2023-11-03 11:00:00,불만,26,CS31,4,False
CALL001964,CUST004418,2024-04-17 11:00:00,신청,10,CS28,5,False
CALL001965,CUST003625,2024-02-15 09:00:00,홍보,29,CS18,4,False
CALL001966,CUST000178,2023-12-18 16:00:00,불만,15,CS01,4,True
CALL001967,CUST002120,2024-05-23 11:00:00,홍보,6,CS01,1,False
CALL001968,CUST002980,2024-01-24 14:00:00,불만,28,CS04,4,False
CALL001969,CUST002150,2023-05-24 15:00:00,불만,25,CS25,5,False
CALL001970,CUST000192,2023-03-22 11:00:00,신청,7,CS34,4,True
CALL001971,CUST002682,2024-12-07 13:00:00,요금조회,6,CS29,3,True
CALL001972,CUST002925,2024-06-05 17:00:00,불만,22,CS22,4,False
CALL001973,CUST004498,2024-02-15 17:00:00,기술지원,7,CS34,5,False
CALL001974,CUST003421,2023-09-09 11:00:00,신청,17,CS27,1,False
CALL001975,CUST003382,2023-12-28 11:00:00,요금조회,13,CS34,4,False
CALL001976,CUST001454,2024-09-25 08:00:00,신청,21,CS09,5,True
CALL001977,CUST004768,2024-12-22 08:00:00,요금조회,20,CS19,5,False
CALL001978,CUST004083,2024-10-03 13:00:00,불만,25,CS44,4,False
CALL001979,CUST004003,2024-07-11 13:00:00,요금조회,4,CS04,3,False
CALL001980,CUST001415,2024-03-16 09:00:00,홍보,12,CS23,5,True
CALL001981,CUST004680,2024-01-11 18:00:00,요금조회,24,CS05,5,False
CALL001982,CUST001931,2023-10-26 15:00:00,신청,12,CS27,5,False
CALL001983,CUST003228,2024-11-12 11:00:00,신청,16,CS25,4,False
CALL001984,CUST000605,2023-03-30 18:00:00,불만,29,CS23,4,False
CALL001985,CUST002327,2023-12-09 14:00:00,요금조회,25,CS17,4,False
CALL001986,CUST001013,2024-01-20 11:00:00,기술지원,19,CS21,4,False
CALL001987,CUST002967,2024-08-21 15:00:00,신청,22,CS07,4,False
CALL001988,CUST002446,2024-08-04 10:00:00,불만,12,CS10,4,False
CALL001989,CUST001198,2024-01-01 13:00:00,기술지원,17,CS12,1,True
CALL001990,CUST000630,2023-04-29 09:00:00,불만,25,CS17,4,False
CALL001991,CUST001074,2024-01-24 12:00:00,기술지원,17,CS20,3,False
CALL001992,CUST004120,2023-09-10 14:00:00,요금조회,29,CS17,5,False
CALL001993,CUST000599,2024-11-26 17:00:00,불만,9,CS05,5,False
CALL001994,CUST000173,2023-02-13 18:00:00,기술지원,11,CS50,3,False
CALL001995,CUST003882,2023-05-18 16:00:00,기술지원,3,CS33,4,False
CALL001996,CUST002405,2023-09-03 15:00:00,불만,18,CS38,5,True
CALL001997,CUST000185,2024-05-12 10:00:00,불만,9,CS40,1,False
CALL001998,CUST000324,2024-04-12 08:00:00,기술지원,23,CS31,5,False
CALL001999,CUST003793,2023-06-12 16:00:00,홍보,1,CS19,5,True
CALL002000,CUST001580,2024-08-31 14:00:00,요금조회,24,CS01,4,False
CALL002001,CUST001930,2024-10-27 14:00:00,신청,3,CS10,5,False
CALL002002,CUST000962,2024-02-24 08:00:00,신청,29,CS13,3,False
CALL002003,CUST003928,2023-12-18 11:00:00,불만,29,CS13,5,False
CALL002004,CUST000064,2023-10-30 10:00:00,기술지원,14,CS34,3,False
CALL002005,CUST004061,2024-06-17 09:00:00,신청,23,CS27,5,False
CALL002006,CUST002705,2024-01-22 12:00:00,신청,18,CS35,3,False
CALL002007,CUST000622,2023-09-20 09:00:00,기술지원,11,CS28,4,False
CALL002008,CUST002800,2024-12-22 18:00:00,기술지원,4,CS02,5,False
CALL002009,CUST003795,2024-02-27 09:00:00,기술지원,28,CS33,4,False
CALL002010,CUST000852,2023-02-05 09:00:00,불만,20,CS50,1,False
CALL002011,CUST001320,2024-09-30 15:00:00,불만,21,CS15,5,True
CALL002012,CUST002303,2023-11-28 18:00:00,불만,14,CS21,5,False
CALL002013,CUST004909,2023-07-29 13:00:00,기술지원,9,CS31,4,False
CALL002014,CUST002650,2024-07-02 18:00:00,요금조회,14,CS03,5,True
CALL002015,CUST004099,2023-11-03 14:00:00,신청,1,CS47,4,False
CALL002016,CUST003587,2023-09-29 08:00:00,기술지원,14,CS05,4,False
CALL002017,CUST000561,2024-01-18 09:00:00,요금조회,3,CS29,5,False
CALL002018,CUST003274,2023-02-08 11:00:00,불만,16,CS02,4,True
CALL002019,CUST000488,2024-11-16 16:00:00,불만,4,CS16,5,True
CALL002020,CUST000426,2024-07-13 08:00:00,홍보,16,CS27,4,False
CALL002021,CUST002126,2023-05-19 15:00:00,불만,14,CS13,1,False
CALL002022,CUST003697,2023-08-08 08:00:00,기술지원,21,CS03,4,False
CALL002023,CUST002690,2023-09-28 10:00:00,홍보,3,CS40,2,False
CALL002024,CUST000024,2024-05-13 14:00:00,불만,11,CS20,4,True
CALL002025,CUST004944,2023-08-02 14:00:00,신청,24,CS18,2,True
CALL002026,CUST001834,2023-05-18 16:00:00,기술지원,27,CS10,4,False
CALL002027,CUST001878,2023-04-15 12:00:00,불만,4,CS14,5,False
CALL002028,CUST003365,2024-10-10 12:00:00,요금조회,20,CS33,5,False
CALL002029,CUST002144,2024-11-23 12:00:00,홍보,20,CS42,5,False
CALL002030,CUST003924,2024-04-09 09:00:00,요금조회,23,CS27,4,False
CALL002031,CUST000712,2024-06-25 17:00:00,홍보,27,CS04,5,False
CALL002032,CUST002036,2023-08-24 17:00:00,불만,13,CS12,4,False
CALL002033,CUST004576,2023-11-21 11:00:00,홍보,18,CS03,4,False
CALL002034,CUST002420,2023-01-23 17:00:00,요금조회,6,CS45,5,False
CALL002035,CUST003369,2024-02-26 17:00:00,홍보,18,CS22,2,False
CALL002036,CUST000283,2023-02-15 14:00:00,신청,10,CS47,4,False
CALL002037,CUST004579,2024-05-22 14:00:00,요금조회,24,CS04,4,False
CALL002038,CUST004703,2023-09-24 18:00:00,요금조회,22,CS35,5,False
CALL002039,CUST001174,2024-09-13 18:00:00,불만,29,CS40,5,False
CALL002040,CUST000301,2024-12-09 08:00:00,홍보,12,CS48,2,False
CALL002041,CUST004586,2024-08-06 10:00:00,불만,20,CS35,5,False
CALL002042,CUST001286,2023-06-27 16:00:00,홍보,29,CS15,5,True
CALL002043,CUST004297,2024-07-03 12:00:00,신청,7,CS02,3,False
CALL002044,CUST002014,2024-09-20 16:00:00,홍보,14,CS39,5,False
CALL002045,CUST003253,2024-04-10 12:00:00,기술지원,5,CS50,5,False
CALL002046,CUST000803,2023-11-24 13:00:00,기술지원,23,CS18,4,False
CALL002047,CUST003144,2023-04-25 11:00:00,홍보,19,CS48,5,True
CALL002048,CUST001898,2023-12-03 16:00:00,기술지원,27,CS05,4,False
CALL002049,CUST000356,2024-04-09 10:00:00,홍보,15,CS14,1,False
CALL002050,CUST001491,2024-05-17 09:00:00,기술지원,20,CS18,5,False
CALL002051,CUST001732,2024-04-09 12:00:00,요금조회,10,CS43,5,False
CALL002052,CUST001507,2023-07-21 08:00:00,홍보,7,CS38,5,False
CALL002053,CUST001666,2024-10-19 14:00:00,요금조회,2,CS01,5,False
CALL002054,CUST003936,2024-07-20 16:00:00,요금조회,12,CS38,4,False
CALL002055,CUST004424,2023-05-03 09:00:00,요금조회,22,CS50,4,False
CALL002056,CUST004117,2024-01-28 12:00:00,신청,13,CS28,5,False
CALL002057,CUST003836,2023-02-05 11:00:00,요금조회,25,CS41,5,True
CALL002058,CUST000090,2023-11-09 11:00:00,불만,4,CS05,5,False
CALL002059,CUST001020,2024-08-27 16:00:00,신청,17,CS39,4,True
CALL002060,CUST002702,2024-06-19 09:00:00,기술지원,26,CS31,5,False
CALL002061,CUST002566,2024-06-03 15:00:00,요금조회,29,CS39,4,False
CALL002062,CUST003743,2023-07-30 16:00:00,신청,17,CS32,5,False
CALL002063,CUST000601,2024-04-26 15:00:00,기술지원,6,CS37,5,True
CALL002064,CUST000646,2024-10-29 13:00:00,요금조회,22,CS32,5,False
CALL002065,CUST001894,2024-06-08 11:00:00,신청,27,CS09,4,False
CALL002066,CUST000125,2023-08-28 11:00:00,신청,12,CS18,4,False
CALL002067,CUST003622,2024-02-19 12:00:00,기술지원,26,CS22,5,False
CALL002068,CUST000937,2024-05-01 15:00:00,홍보,7,CS10,4,False
CALL002069,CUST003805,2023-01-15 12:00:00,기술지원,9,CS36,5,False
CALL002070,CUST000428,2023-04-07 11:00:00,신청,27,CS18,3,False
CALL002071,CUST000075,2023-01-09 17:00:00,요금조회,1,CS08,3,False
CALL002072,CUST000837,2023-01-13 17:00:00,홍보,17,CS14,4,False
CALL002073,CUST000581,2023-04-26 13:00:00,요금조회,15,CS24,4,False
CALL002074,CUST002367,2023-07-17 16:00:00,요금조회,13,CS25,5,True
CALL002075,CUST002005,2024-10-14 14:00:00,홍보,5,CS40,5,False
CALL002076,CUST002082,2023-01-24 10:00:00,홍보,13,CS18,4,False
CALL002077,CUST000453,2024-07-12 10:00:00,홍보,25,CS34,3,False
CALL002078,CUST004970,2024-02-10 10:00:00,신청,16,CS01,5,True
CALL002079,CUST001510,2023-12-24 12:00:00,신청,11,CS20,5,False
CALL002080,CUST000081,2023-06-20 08:00:00,신청,28,CS21,5,False
CALL002081,CUST003680,2023-09-26 09:00:00,기술지원,21,CS03,1,True
CALL002082,CUST000972,2024-11-01 10:00:00,홍보,10,CS30,4,False
CALL002083,CUST002312,2023-08-27 09:00:00,홍보,24,CS14,2,False
CALL002084,CUST000154,2024-09-17 08:00:00,홍보,3,CS23,1,True
CALL002085,CUST001219,2024-10-30 13:00:00,요금조회,7,CS49,1,False
CALL002086,CUST001184,2024-04-06 15:00:00,홍보,3,CS50,5,False
CALL002087,CUST001010,2023-05-18 08:00:00,불만,29,CS25,5,False
CALL002088,CUST000697,2023-10-02 12:00:00,불만,28,CS49,5,False
CALL002089,CUST001020,2023-03-09 08:00:00,불만,7,CS45,5,False
CALL002090,CUST003687,2023-02-27 15:00:00,홍보,5,CS32,2,False
CALL002091,CUST000646,2024-12-07 17:00:00,기술지원,9,CS20,4,False
CALL002092,CUST002090,2024-12-22 12:00:00,신청,28,CS33,4,False
CALL002093,CUST003538,2023-04-13 17:00:00,요금조회,20,CS01,5,True
CALL002094,CUST000119,2023-08-09 10:00:00,불만,17,CS37,5,False
CALL002095,CUST002866,2023-10-05 13:00:00,불만,19,CS21,5,False
CALL002096,CUST000779,2023-09-03 16:00:00,요금조회,21,CS32,5,False
CALL002097,CUST000383,2024-10-20 09:00:00,요금조회,20,CS41,4,False
CALL002098,CUST002966,2023-03-02 17:00:00,신청,5,CS41,3,True
CALL002099,CUST003778,2024-05-09 17:00:00,기술지원,14,CS15,5,False
CALL002100,CUST002571,2023-11-13 09:00:00,신청,8,CS37,5,False
CALL002101,CUST002835,2024-10-11 10:00:00,불만,13,CS17,5,False
CALL002102,CUST000455,2023-05-28 12:00:00,불만,14,CS44,1,False
CALL002103,CUST001112,2024-07-11 15:00:00,불만,13,CS02,4,False
CALL002104,CUST002657,2023-01-29 17:00:00,요금조회,17,CS22,5,False
CALL002105,CUST004792,2024-07-25 15:00:00,기술지원,18,CS38,4,False
CALL002106,CUST001284,2023-06-04 14:00:00,요금조회,5,CS41,5,False
CALL002107,CUST000464,2023-09-19 17:00:00,요금조회,20,CS49,1,True
CALL002108,CUST001941,2024-02-21 11:00:00,불만,12,CS36,4,False
CALL002109,CUST002523,2023-07-07 10:00:00,홍보,17,CS03,3,False
CALL002110,CUST001826,2024-01-18 09:00:00,신청,18,CS09,4,True
CALL002111,CUST003721,2024-05-22 12:00:00,홍보,4,CS43,2,False
CALL002112,CUST004530,2023-05-28 10:00:00,불만,2,CS28,4,False
CALL002113,CUST003958,2023-10-24 08:00:00,요금조회,18,CS01,4,False
CALL002114,CUST002097,2023-09-29 18:00:00,홍보,7,CS11,1,False
CALL002115,CUST004374,2024-11-20 11:00:00,불만,20,CS46,5,False
CALL002116,CUST004406,2023-06-26 14:00:00,요금조회,19,CS40,4,False
CALL002117,CUST003218,2023-04-13 09:00:00,요금조회,18,CS17,5,False
CALL002118,CUST001142,2024-06-30 17:00:00,요금조회,8,CS18,3,False
CALL002119,CUST003412,2023-02-22 08:00:00,신청,19,CS10,1,False
CALL002120,CUST001899,2023-07-17 12:00:00,신청,8,CS42,3,False
CALL002121,CUST003781,2024-01-27 16:00:00,요금조회,1,CS03,5,False
CALL002122,CUST003880,2024-03-17 09:00:00,홍보,9,CS15,1,False
CALL002123,CUST004909,2024-12-05 14:00:00,기술지원,9,CS06,5,True
CALL002124,CUST004218,2023-08-09 08:00:00,요금조회,25,CS23,3,False
CALL002125,CUST002735,2024-05-01 08:00:00,신청,19,CS34,3,False
CALL002126,CUST004458,2023-06-02 16:00:00,기술지원,2,CS39,5,False
CALL002127,CUST003871,2024-02-13 15:00:00,불만,18,CS49,4,False
CALL002128,CUST002569,2024-12-12 18:00:00,신청,10,CS09,3,False
CALL002129,CUST003799,2023-06-23 08:00:00,요금조회,2,CS22,1,True
CALL002130,CUST002437,2023-06-05 08:00:00,신청,2,CS34,1,False
CALL002131,CUST004063,2023-02-02 17:00:00,기술지원,16,CS18,4,False
CALL002132,CUST003603,2023-12-10 11:00:00,불만,29,CS40,4,False
CALL002133,CUST002630,2024-02-05 14:00:00,홍보,22,CS02,5,False
CALL002134,CUST003369,2023-05-19 09:00:00,홍보,11,CS30,4,False
CALL002135,CUST000030,2024-08-07 13:00:00,신청,4,CS13,4,True
CALL002136,CUST004006,2023-07-21 14:00:00,불만,21,CS20,5,False
CALL002137,CUST002985,2024-07-10 17:00:00,기술지원,6,CS10,3,False
CALL002138,CUST000049,2023-02-01 08:00:00,신청,6,CS03,4,False
CALL002139,CUST002891,2023-12-14 15:00:00,요금조회,21,CS15,1,False
CALL002140,CUST001442,2024-05-02 17:00:00,홍보,7,CS07,4,False
CALL002141,CUST004295,2023-11-17 08:00:00,기술지원,6,CS37,5,False
CALL002142,CUST004934,2023-03-03 09:00:00,기술지원,9,CS48,2,False
CALL002143,CUST000318,2024-05-21 11:00:00,요금조회,13,CS29,5,False
CALL002144,CUST003345,2023-05-20 13:00:00,불만,4,CS43,4,True
CALL002145,CUST001410,2024-07-30 08:00:00,기술지원,1,CS30,5,False
CALL002146,CUST004210,2023-01-27 15:00:00,불만,8,CS31,4,False
CALL002147,CUST004989,2023-08-10 17:00:00,홍보,26,CS19,5,False
CALL002148,CUST002558,2024-04-17 09:00:00,신청,14,CS35,5,False
CALL002149,CUST003242,2023-07-14 08:00:00,요금조회,26,CS28,2,False
