불만ID,고객ID,접수일시,카테고리,내용,상태,만족도,해결완료일
COMP001257,CUST001308,2023-04-26 11:00:00,서비스,공급이 자주 끊겨요,완료,2,2024-03-27
COMP001258,CUST002517,2024-05-05 14:00:00,기타,정기점검을 안 해줬어요,완료,3,2023-04-11
COMP001259,CUST002435,2023-06-24 09:00:00,요금,공급이 자주 끊겨요,보류,2,2024-01-27
COMP001260,CUST003196,2023-12-23 19:00:00,기타,고객센터 응답이 느려요,완료,1,
COMP001261,CUST003179,2024-08-11 04:00:00,기타,환불이 안 되네요,처리중,4,2023-10-29
COMP001262,CUST001568,2024-06-04 03:00:00,기타,계약 변경이 어려워요,처리중,5,2023-06-30
COMP001263,CUST000036,2024-02-20 22:00:00,기술,정기점검을 안 해줬어요,처리중,3,2024-06-26
COMP001264,CUST001326,2023-04-20 10:00:00,공급,가스 냄새가 심합니다,접수,2,
COMP001265,CUST001295,2024-07-23 20:00:00,안전,상담원 친절도가 떨어져요,처리중,3,2023-04-22
COMP001266,CUST001737,2023-03-14 09:00:00,기술,환불이 안 되네요,완료,1,
COMP001267,CUST001631,2024-06-29 14:00:00,안전,청구서 오류가 있습니다,완료,2,
COMP001268,CUST002424,2024-02-15 18:00:00,요금,청구서 오류가 있습니다,완료,4,
COMP001269,CUST000781,2024-02-28 07:00:00,공급,계약 변경이 어려워요,처리중,4,2023-02-24
COMP001270,CUST003733,2024-09-27 07:00:00,요금,앱 사용이 불편해요,접수,1,
COMP001271,CUST002118,2024-07-15 05:00:00,공급,계약 변경이 어려워요,처리중,5,2023-09-02
COMP001272,CUST002527,2024-05-08 12:00:00,요금,가스 냄새가 심합니다,처리중,5,2023-04-14
COMP001273,CUST004028,2023-03-09 10:00:00,서비스,청구서 오류가 있습니다,완료,1,2024-09-27
COMP001274,CUST001773,2023-08-02 22:00:00,공급,청구서 오류가 있습니다,처리중,3,
COMP001275,CUST004353,2024-08-28 13:00:00,기술,가스 냄새가 심합니다,완료,4,2024-02-07
COMP001276,CUST000236,2024-03-21 18:00:00,안전,앱 사용이 불편해요,완료,2,2024-12-09
COMP001277,CUST001797,2023-12-17 17:00:00,요금,상담원 친절도가 떨어져요,완료,2,2023-07-30
COMP001278,CUST002883,2024-12-11 07:00:00,기타,청구서 오류가 있습니다,접수,5,2023-07-28
COMP001279,CUST000182,2023-06-27 21:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,4,2023-10-22
COMP001280,CUST004842,2024-11-16 02:00:00,안전,고객센터 응답이 느려요,완료,4,
COMP001281,CUST004734,2024-12-29 18:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,2,2023-01-04
COMP001282,CUST003015,2024-05-13 03:00:00,기타,상담원 친절도가 떨어져요,완료,5,2024-05-30
COMP001283,CUST002031,2024-08-29 19:00:00,기타,앱 사용이 불편해요,완료,3,
COMP001284,CUST001652,2024-04-19 10:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,3,
COMP001285,CUST002885,2024-07-22 03:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,3,
COMP001286,CUST003465,2024-03-31 05:00:00,서비스,고객센터 응답이 느려요,완료,3,
COMP001287,CUST002127,2023-11-12 12:00:00,서비스,정기점검을 안 해줬어요,완료,5,
COMP001288,CUST002587,2023-03-13 19:00:00,기술,환불이 안 되네요,완료,3,2024-11-28
COMP001289,CUST001392,2023-04-22 21:00:00,서비스,앱 사용이 불편해요,완료,5,2023-07-11
COMP001290,CUST000676,2024-09-02 12:00:00,안전,정기점검을 안 해줬어요,접수,5,2024-04-11
COMP001291,CUST003749,2023-12-02 15:00:00,안전,환불이 안 되네요,처리중,4,2023-01-14
COMP001292,CUST002516,2024-10-22 21:00:00,서비스,공급이 자주 끊겨요,완료,2,
COMP001293,CUST003740,2023-03-04 02:00:00,요금,공급이 자주 끊겨요,처리중,5,2023-01-22
COMP001294,CUST003314,2023-08-11 04:00:00,공급,환불이 안 되네요,처리중,4,2023-09-28
COMP001295,CUST002654,2024-08-17 20:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,5,
COMP001296,CUST000420,2023-01-01 04:00:00,요금,앱 사용이 불편해요,접수,3,2023-01-10
COMP001297,CUST004994,2024-11-07 04:00:00,기타,공급이 자주 끊겨요,접수,1,2024-04-30
COMP001298,CUST004215,2024-04-08 17:00:00,서비스,청구서 오류가 있습니다,접수,1,2024-05-15
COMP001299,CUST002674,2023-10-26 12:00:00,안전,정기점검을 안 해줬어요,완료,5,
COMP001300,CUST000234,2024-09-22 18:00:00,공급,상담원 친절도가 떨어져요,완료,2,2023-02-16
COMP001301,CUST003406,2024-04-02 06:00:00,안전,청구서 오류가 있습니다,완료,3,
COMP001302,CUST000488,2023-07-30 21:00:00,기타,정기점검을 안 해줬어요,접수,4,2023-10-25
COMP001303,CUST000827,2023-11-21 09:00:00,요금,고객센터 응답이 느려요,보류,4,
COMP001304,CUST000003,2024-08-06 21:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,5,2023-06-21
COMP001305,CUST001996,2023-11-08 13:00:00,서비스,공급이 자주 끊겨요,처리중,1,
COMP001306,CUST000114,2023-12-19 02:00:00,기타,앱 사용이 불편해요,완료,3,
COMP001307,CUST001285,2024-08-19 00:00:00,공급,청구서 오류가 있습니다,완료,2,2023-12-10
COMP001308,CUST002078,2024-09-18 16:00:00,공급,가스 냄새가 심합니다,완료,3,2023-12-26
COMP001309,CUST001658,2024-02-18 04:00:00,서비스,앱 사용이 불편해요,완료,4,
COMP001310,CUST002232,2023-10-29 01:00:00,공급,요금이 지난달보다 많이 나왔어요,처리중,3,2024-05-13
COMP001311,CUST004952,2024-01-14 17:00:00,서비스,가스 냄새가 심합니다,완료,4,2024-04-14
COMP001312,CUST004782,2023-02-24 00:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,5,2023-12-28
COMP001313,CUST004391,2024-12-21 17:00:00,요금,계약 변경이 어려워요,접수,1,2023-12-08
COMP001314,CUST000028,2024-01-03 03:00:00,공급,청구서 오류가 있습니다,처리중,5,
COMP001315,CUST004509,2023-10-16 00:00:00,기타,가스 냄새가 심합니다,접수,2,
COMP001316,CUST001120,2023-08-29 13:00:00,요금,공급이 자주 끊겨요,보류,1,
COMP001317,CUST002377,2024-12-20 18:00:00,기술,상담원 친절도가 떨어져요,완료,2,
COMP001318,CUST002532,2024-02-08 20:00:00,공급,계약 변경이 어려워요,접수,5,2023-04-26
COMP001319,CUST000258,2023-11-22 22:00:00,요금,가스 냄새가 심합니다,완료,4,2024-06-15
COMP001320,CUST004569,2024-01-27 12:00:00,기타,가스 냄새가 심합니다,완료,5,
COMP001321,CUST004645,2024-01-26 13:00:00,기술,앱 사용이 불편해요,완료,2,2024-02-25
COMP001322,CUST001550,2024-07-12 06:00:00,공급,청구서 오류가 있습니다,처리중,1,
COMP001323,CUST000738,2024-11-09 05:00:00,공급,요금이 지난달보다 많이 나왔어요,처리중,1,
COMP001324,CUST001653,2024-05-01 04:00:00,안전,계약 변경이 어려워요,완료,3,2024-05-24
COMP001325,CUST003417,2023-07-12 17:00:00,기술,앱 사용이 불편해요,접수,4,2024-08-14
COMP001326,CUST002475,2024-01-29 11:00:00,요금,상담원 친절도가 떨어져요,완료,3,
COMP001327,CUST000945,2024-03-03 04:00:00,기술,가스 냄새가 심합니다,접수,2,
COMP001328,CUST001349,2023-10-23 21:00:00,서비스,요금이 지난달보다 많이 나왔어요,처리중,4,2023-04-02
COMP001329,CUST000687,2023-05-09 04:00:00,서비스,가스 냄새가 심합니다,처리중,4,2024-01-22
COMP001330,CUST004758,2023-01-12 02:00:00,요금,정기점검을 안 해줬어요,접수,1,
COMP001331,CUST004820,2024-10-25 00:00:00,안전,공급이 자주 끊겨요,완료,4,
COMP001332,CUST004424,2023-05-28 23:00:00,안전,계약 변경이 어려워요,완료,4,
COMP001333,CUST001415,2024-05-13 21:00:00,기타,상담원 친절도가 떨어져요,보류,5,
COMP001334,CUST002861,2024-03-23 04:00:00,서비스,환불이 안 되네요,보류,1,
COMP001335,CUST004316,2023-03-28 04:00:00,안전,앱 사용이 불편해요,완료,2,2024-06-23
COMP001336,CUST002840,2024-10-19 13:00:00,안전,고객센터 응답이 느려요,보류,3,2024-11-26
COMP001337,CUST003719,2024-04-11 22:00:00,공급,환불이 안 되네요,접수,5,2023-12-06
COMP001338,CUST004370,2024-09-10 13:00:00,기술,가스 냄새가 심합니다,접수,5,2024-03-03
COMP001339,CUST000089,2024-09-30 05:00:00,기타,상담원 친절도가 떨어져요,보류,1,
COMP001340,CUST004204,2024-04-10 16:00:00,공급,상담원 친절도가 떨어져요,접수,5,2023-07-15
COMP001341,CUST001419,2024-03-10 17:00:00,기술,상담원 친절도가 떨어져요,완료,5,2024-06-16
COMP001342,CUST004483,2024-04-05 12:00:00,기타,고객센터 응답이 느려요,처리중,4,
COMP001343,CUST000291,2023-12-30 07:00:00,서비스,공급이 자주 끊겨요,처리중,1,
COMP001344,CUST003053,2023-07-10 13:00:00,기타,상담원 친절도가 떨어져요,완료,3,2024-04-10
COMP001345,CUST002201,2024-09-11 00:00:00,공급,고객센터 응답이 느려요,완료,4,2023-12-22
COMP001346,CUST004868,2024-08-14 15:00:00,요금,공급이 자주 끊겨요,접수,1,2023-01-09
COMP001347,CUST000437,2023-08-31 22:00:00,기타,고객센터 응답이 느려요,완료,1,2024-12-02
COMP001348,CUST000769,2024-05-28 08:00:00,요금,계약 변경이 어려워요,완료,2,2024-11-28
COMP001349,CUST003623,2024-02-25 17:00:00,공급,상담원 친절도가 떨어져요,접수,3,2023-10-24
COMP001350,CUST003041,2024-08-13 11:00:00,기술,가스 냄새가 심합니다,완료,5,
COMP001351,CUST004498,2023-02-04 01:00:00,서비스,환불이 안 되네요,처리중,5,
COMP001352,CUST003465,2024-08-04 15:00:00,기타,계약 변경이 어려워요,처리중,4,2023-10-23
COMP001353,CUST001947,2024-12-22 11:00:00,기술,가스 냄새가 심합니다,완료,3,2023-10-29
COMP001354,CUST003026,2023-04-26 18:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,1,2023-02-11
COMP001355,CUST004440,2024-05-08 22:00:00,공급,환불이 안 되네요,완료,5,2024-08-30
COMP001356,CUST002356,2023-03-23 04:00:00,기술,상담원 친절도가 떨어져요,완료,5,2024-05-15
COMP001357,CUST003517,2024-06-23 08:00:00,서비스,계약 변경이 어려워요,완료,4,2024-03-16
COMP001358,CUST002411,2024-04-21 16:00:00,공급,환불이 안 되네요,접수,1,2023-01-01
COMP001359,CUST002997,2023-03-22 16:00:00,기술,앱 사용이 불편해요,완료,4,2023-05-22
COMP001360,CUST000470,2024-09-16 02:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,3,2023-10-18
COMP001361,CUST002596,2023-09-09 15:00:00,안전,정기점검을 안 해줬어요,보류,2,
COMP001362,CUST003002,2024-10-07 23:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,3,2024-07-28
COMP001363,CUST000583,2024-11-10 21:00:00,서비스,청구서 오류가 있습니다,처리중,2,2023-03-30
COMP001364,CUST000977,2023-03-21 21:00:00,공급,정기점검을 안 해줬어요,처리중,4,
COMP001365,CUST002178,2024-10-10 17:00:00,기술,정기점검을 안 해줬어요,완료,1,2023-07-21
COMP001366,CUST002502,2024-08-16 09:00:00,안전,계약 변경이 어려워요,완료,3,2023-03-24
COMP001367,CUST001136,2024-09-19 01:00:00,기술,공급이 자주 끊겨요,접수,1,2023-02-02
COMP001368,CUST000960,2023-12-18 17:00:00,기술,환불이 안 되네요,완료,3,2023-12-30
COMP001369,CUST002527,2023-01-12 15:00:00,기술,앱 사용이 불편해요,완료,1,2024-11-25
COMP001370,CUST004755,2024-04-09 16:00:00,기술,앱 사용이 불편해요,완료,5,
COMP001371,CUST000458,2024-04-25 18:00:00,기술,청구서 오류가 있습니다,완료,1,2023-04-11
COMP001372,CUST004813,2023-12-06 13:00:00,공급,환불이 안 되네요,완료,1,
COMP001373,CUST002423,2023-12-28 09:00:00,기타,요금이 지난달보다 많이 나왔어요,처리중,4,
COMP001374,CUST004421,2023-10-24 05:00:00,기타,가스 냄새가 심합니다,접수,4,2023-06-27
COMP001375,CUST004034,2023-02-06 22:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,4,2024-11-26
COMP001376,CUST002260,2024-09-03 23:00:00,서비스,계약 변경이 어려워요,완료,5,
COMP001377,CUST001680,2023-11-08 23:00:00,기술,정기점검을 안 해줬어요,접수,1,
COMP001378,CUST000395,2024-07-31 08:00:00,요금,환불이 안 되네요,처리중,5,2023-07-24
COMP001379,CUST000194,2023-03-04 20:00:00,요금,앱 사용이 불편해요,완료,3,2024-03-02
COMP001380,CUST000795,2024-04-29 18:00:00,공급,청구서 오류가 있습니다,완료,3,2023-11-05
COMP001381,CUST000367,2023-06-23 18:00:00,안전,요금이 지난달보다 많이 나왔어요,보류,4,2023-11-01
COMP001382,CUST004193,2023-02-22 21:00:00,기술,정기점검을 안 해줬어요,접수,1,2024-10-05
COMP001383,CUST002604,2023-10-26 23:00:00,안전,가스 냄새가 심합니다,보류,3,2023-07-07
COMP001384,CUST000855,2024-10-01 00:00:00,기술,청구서 오류가 있습니다,처리중,2,2024-03-23
COMP001385,CUST004442,2023-10-21 15:00:00,공급,공급이 자주 끊겨요,보류,3,2024-06-23
COMP001386,CUST002662,2023-03-26 04:00:00,기타,상담원 친절도가 떨어져요,처리중,2,2023-11-17
COMP001387,CUST001201,2024-06-01 02:00:00,안전,요금이 지난달보다 많이 나왔어요,처리중,2,2024-12-02
COMP001388,CUST000532,2023-10-12 08:00:00,기술,가스 냄새가 심합니다,처리중,3,
COMP001389,CUST000547,2023-05-16 19:00:00,서비스,정기점검을 안 해줬어요,처리중,4,2024-03-13
COMP001390,CUST003314,2023-10-15 08:00:00,서비스,공급이 자주 끊겨요,완료,1,2024-02-25
COMP001391,CUST002184,2023-09-21 00:00:00,안전,가스 냄새가 심합니다,완료,4,2024-07-26
COMP001392,CUST000054,2023-04-25 19:00:00,서비스,가스 냄새가 심합니다,처리중,2,2024-03-07
COMP001393,CUST004583,2023-06-28 18:00:00,서비스,고객센터 응답이 느려요,처리중,4,2023-05-24
COMP001394,CUST003835,2023-06-04 21:00:00,공급,청구서 오류가 있습니다,완료,4,
COMP001395,CUST002486,2024-04-02 11:00:00,요금,계약 변경이 어려워요,완료,4,2023-09-06
COMP001396,CUST004393,2023-06-29 08:00:00,기술,공급이 자주 끊겨요,완료,4,2024-01-18
COMP001397,CUST000948,2024-12-18 07:00:00,안전,공급이 자주 끊겨요,접수,2,2024-07-10
COMP001398,CUST004861,2024-05-11 05:00:00,서비스,요금이 지난달보다 많이 나왔어요,처리중,5,
COMP001399,CUST000747,2024-06-24 01:00:00,안전,앱 사용이 불편해요,접수,1,
COMP001400,CUST001233,2023-12-18 02:00:00,안전,정기점검을 안 해줬어요,완료,4,2024-02-07
COMP001401,CUST000442,2023-05-29 19:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,4,2024-11-17
COMP001402,CUST002447,2023-06-07 15:00:00,안전,상담원 친절도가 떨어져요,처리중,5,2024-06-14
COMP001403,CUST001578,2024-02-27 12:00:00,공급,청구서 오류가 있습니다,처리중,2,2023-02-25
COMP001404,CUST001468,2023-09-01 21:00:00,공급,계약 변경이 어려워요,처리중,4,2023-10-04
COMP001405,CUST000108,2024-03-26 23:00:00,기술,가스 냄새가 심합니다,처리중,3,
COMP001406,CUST003056,2024-10-14 05:00:00,요금,공급이 자주 끊겨요,완료,5,
COMP001407,CUST001306,2023-08-04 18:00:00,요금,앱 사용이 불편해요,접수,3,2023-04-10
COMP001408,CUST003131,2023-12-20 01:00:00,공급,가스 냄새가 심합니다,완료,5,
COMP001409,CUST001261,2024-10-19 08:00:00,서비스,청구서 오류가 있습니다,접수,4,2024-12-08
COMP001410,CUST001827,2023-04-29 01:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,1,2023-03-04
COMP001411,CUST002836,2023-06-21 14:00:00,요금,청구서 오류가 있습니다,완료,3,2024-08-21
COMP001412,CUST003028,2024-02-13 15:00:00,서비스,환불이 안 되네요,처리중,2,
COMP001413,CUST004864,2023-11-05 15:00:00,요금,가스 냄새가 심합니다,처리중,4,
COMP001414,CUST002584,2024-06-29 07:00:00,서비스,공급이 자주 끊겨요,완료,4,2023-07-29
COMP001415,CUST004187,2024-01-24 21:00:00,안전,상담원 친절도가 떨어져요,처리중,1,2024-07-29
COMP001416,CUST004899,2024-12-23 12:00:00,요금,상담원 친절도가 떨어져요,완료,5,
COMP001417,CUST003631,2024-04-30 08:00:00,서비스,앱 사용이 불편해요,완료,4,2023-08-17
COMP001418,CUST001599,2023-05-29 16:00:00,서비스,공급이 자주 끊겨요,처리중,3,
COMP001419,CUST004992,2024-03-21 00:00:00,공급,앱 사용이 불편해요,완료,3,
COMP001420,CUST004545,2023-10-23 14:00:00,기타,상담원 친절도가 떨어져요,완료,4,2024-10-05
COMP001421,CUST000047,2024-01-27 21:00:00,기술,공급이 자주 끊겨요,보류,3,2023-01-07
COMP001422,CUST000229,2023-11-20 16:00:00,서비스,공급이 자주 끊겨요,접수,4,
COMP001423,CUST000126,2024-11-30 01:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,2,
COMP001424,CUST005000,2023-04-10 17:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,5,2023-03-10
COMP001425,CUST003857,2024-10-14 11:00:00,공급,정기점검을 안 해줬어요,완료,1,2024-09-10
COMP001426,CUST000397,2024-03-18 19:00:00,기술,청구서 오류가 있습니다,처리중,1,
COMP001427,CUST001856,2024-10-29 08:00:00,기타,공급이 자주 끊겨요,완료,1,2023-09-11
COMP001428,CUST003193,2023-12-10 08:00:00,기술,고객센터 응답이 느려요,접수,2,2024-04-30
COMP001429,CUST004364,2023-10-01 03:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,1,2024-06-01
COMP001430,CUST004937,2023-09-19 20:00:00,기술,앱 사용이 불편해요,접수,3,2023-02-26
COMP001431,CUST001632,2024-08-21 12:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,2,
COMP001432,CUST001300,2024-04-17 21:00:00,서비스,계약 변경이 어려워요,처리중,3,2024-05-10
COMP001433,CUST004421,2023-09-05 23:00:00,기술,상담원 친절도가 떨어져요,완료,3,
COMP001434,CUST002092,2024-11-19 18:00:00,요금,정기점검을 안 해줬어요,접수,2,
COMP001435,CUST000095,2023-07-19 16:00:00,기타,공급이 자주 끊겨요,완료,1,
COMP001436,CUST001461,2023-12-12 21:00:00,기술,공급이 자주 끊겨요,완료,3,2024-09-19
COMP001437,CUST001757,2024-12-07 05:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,5,
COMP001438,CUST001225,2023-11-17 17:00:00,안전,환불이 안 되네요,접수,2,
COMP001439,CUST003866,2023-01-11 21:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,4,
COMP001440,CUST003432,2023-01-09 02:00:00,기술,계약 변경이 어려워요,완료,2,2024-10-13
COMP001441,CUST002179,2023-01-13 13:00:00,기술,정기점검을 안 해줬어요,완료,4,2023-05-26
COMP001442,CUST003125,2023-04-11 16:00:00,안전,정기점검을 안 해줬어요,보류,5,
COMP001443,CUST001877,2023-04-17 21:00:00,공급,공급이 자주 끊겨요,처리중,1,
