고객ID,가입일,지역,고객타입,계약기간,요금제
CUST003270,2023-06-13,대전,공공,장기,할인
CUST003271,2023-05-30,대전,공공,2년,프리미엄
CUST003272,2023-12-22,경기,공공,2년,할인
CUST003273,2023-11-21,경기,주택,2년,프리미엄
CUST003274,2023-09-09,대전,상업,2년,기본
CUST003275,2023-10-22,대구,주택,1년,할인
CUST003276,2023-05-05,울산,상업,1년,기본
CUST003277,2023-06-16,부산,산업,장기,프리미엄
CUST003278,2023-07-12,대전,산업,2년,기본
CUST003279,2023-05-24,광주,주택,2년,프리미엄
CUST003280,2023-07-21,울산,공공,1년,할인
CUST003281,2023-07-06,경기,주택,2년,프리미엄
CUST003282,2023-02-28,광주,공공,장기,프리미엄
CUST003283,2023-10-16,경기,상업,장기,할인
CUST003284,2023-04-13,경기,공공,2년,프리미엄
CUST003285,2023-10-31,울산,공공,장기,할인
CUST003286,2023-10-07,경기,상업,장기,프리미엄
CUST003287,2023-04-03,세종,산업,1년,할인
CUST003288,2023-12-16,서울,상업,장기,기본
CUST003289,2023-10-09,세종,주택,2년,프리미엄
CUST003290,2023-01-14,서울,주택,2년,프리미엄
CUST003291,2023-08-25,강원,주택,장기,프리미엄
CUST003292,2023-12-29,강원,주택,2년,할인
CUST003293,2023-04-18,경기,주택,1년,프리미엄
CUST003294,2023-08-13,부산,산업,장기,할인
CUST003295,2023-05-30,부산,산업,장기,프리미엄
CUST003296,2023-12-21,서울,공공,장기,기본
CUST003297,2023-02-05,광주,주택,2년,프리미엄
CUST003298,2023-07-29,울산,상업,2년,기본
CUST003299,2023-12-11,경기,주택,장기,할인
CUST003300,2023-09-13,울산,산업,2년,기본
CUST003301,2023-03-13,세종,주택,2년,프리미엄
CUST003302,2023-11-21,부산,산업,장기,프리미엄
CUST003303,2023-06-05,대구,공공,장기,할인
CUST003304,2023-05-04,세종,공공,2년,프리미엄
CUST003305,2023-05-10,세종,공공,장기,프리미엄
CUST003306,2023-12-04,서울,산업,장기,할인
CUST003307,2023-03-20,인천,주택,장기,할인
CUST003308,2023-08-05,세종,주택,장기,기본
CUST003309,2023-07-13,경기,상업,2년,할인
CUST003310,2023-02-07,대전,산업,장기,프리미엄
CUST003311,2023-08-18,대전,상업,1년,할인
CUST003312,2023-11-03,경기,공공,장기,프리미엄
CUST003313,2023-09-03,인천,주택,1년,기본
CUST003314,2023-10-26,인천,산업,장기,할인
CUST003315,2023-07-25,서울,상업,1년,프리미엄
CUST003316,2023-10-01,부산,상업,1년,할인
CUST003317,2023-09-17,울산,상업,장기,할인
CUST003318,2023-12-21,인천,주택,장기,할인
CUST003319,2023-08-03,대구,주택,장기,할인
CUST003320,2023-10-06,서울,주택,1년,기본
CUST003321,2023-01-19,강원,산업,2년,프리미엄
CUST003322,2023-07-04,광주,주택,2년,할인
CUST003323,2023-12-26,강원,산업,장기,프리미엄
CUST003324,2023-10-02,서울,상업,2년,기본
CUST003325,2023-11-01,세종,상업,2년,프리미엄
CUST003326,2023-11-23,울산,공공,장기,프리미엄
CUST003327,2023-02-13,광주,주택,1년,기본
CUST003328,2023-02-25,강원,상업,장기,할인
CUST003329,2023-05-08,광주,주택,2년,프리미엄
CUST003330,2023-12-03,대구,산업,1년,프리미엄
CUST003331,2023-12-07,대구,상업,2년,할인
CUST003332,2023-07-01,대구,주택,1년,할인
CUST003333,2023-03-27,서울,상업,2년,프리미엄
CUST003334,2023-11-28,울산,상업,장기,기본
CUST003335,2023-11-10,서울,주택,2년,할인
CUST003336,2023-01-23,대전,상업,2년,할인
CUST003337,2023-10-16,세종,상업,1년,기본
CUST003338,2023-11-27,세종,상업,2년,프리미엄
CUST003339,2023-12-13,대구,상업,장기,할인
CUST003340,2023-11-28,대전,산업,장기,프리미엄
CUST003341,2023-07-24,인천,상업,장기,프리미엄
CUST003342,2023-06-19,인천,공공,1년,프리미엄
CUST003343,2023-08-09,대구,상업,1년,기본
CUST003344,2023-02-24,강원,주택,2년,프리미엄
CUST003345,2023-01-06,서울,공공,2년,프리미엄
CUST003346,2023-02-20,대구,산업,2년,할인
CUST003347,2023-05-13,부산,공공,1년,할인
CUST003348,2023-04-24,광주,공공,1년,기본
CUST003349,2023-09-19,세종,공공,2년,기본
CUST003350,2023-09-23,인천,주택,1년,할인
CUST003351,2023-10-13,경기,주택,1년,할인
CUST003352,2023-10-25,인천,주택,장기,기본
CUST003353,2023-12-19,세종,산업,장기,프리미엄
CUST003354,2023-10-22,광주,주택,2년,기본
CUST003355,2023-04-24,세종,주택,2년,프리미엄
CUST003356,2023-08-17,경기,공공,장기,할인
CUST003357,2023-07-11,대구,주택,1년,할인
CUST003358,2023-07-20,대전,상업,2년,할인
CUST003359,2023-08-26,경기,주택,2년,프리미엄
CUST003360,2023-12-14,세종,산업,2년,기본
CUST003361,2023-10-29,세종,산업,1년,프리미엄
CUST003362,2023-12-20,부산,상업,장기,기본
CUST003363,2023-09-14,부산,산업,2년,기본
CUST003364,2023-03-19,울산,산업,장기,기본
CUST003365,2023-06-26,부산,공공,장기,할인
CUST003366,2023-01-13,서울,상업,1년,기본
CUST003367,2023-09-05,대전,공공,1년,할인
CUST003368,2023-02-23,광주,공공,1년,기본
CUST003369,2023-06-01,경기,주택,1년,기본
CUST003370,2023-08-01,세종,상업,1년,할인
CUST003371,2023-02-13,울산,주택,1년,할인
CUST003372,2023-03-01,울산,주택,2년,프리미엄
CUST003373,2023-03-14,광주,공공,장기,기본
CUST003374,2023-06-28,대전,산업,1년,할인
CUST003375,2023-06-09,경기,상업,2년,프리미엄
CUST003376,2023-06-25,인천,산업,장기,프리미엄
CUST003377,2023-08-22,부산,공공,1년,할인
CUST003378,2023-04-16,대구,공공,1년,기본
CUST003379,2023-09-24,울산,공공,2년,프리미엄
CUST003380,2023-09-05,부산,공공,장기,기본
CUST003381,2023-06-28,부산,공공,1년,기본
CUST003382,2023-09-01,서울,공공,장기,프리미엄
CUST003383,2023-02-19,대전,산업,2년,할인
CUST003384,2023-08-13,대구,주택,1년,기본
CUST003385,2023-12-23,인천,산업,장기,할인
CUST003386,2023-08-20,세종,상업,2년,프리미엄
CUST003387,2023-06-13,서울,산업,2년,기본
CUST003388,2023-02-04,부산,공공,1년,할인
CUST003389,2023-06-03,부산,산업,장기,할인
CUST003390,2023-01-23,강원,주택,1년,기본
CUST003391,2023-12-30,대구,상업,1년,할인
CUST003392,2023-02-28,대구,산업,장기,할인
CUST003393,2023-01-12,강원,주택,장기,프리미엄
CUST003394,2023-06-25,대구,산업,장기,프리미엄
CUST003395,2023-11-28,부산,상업,2년,할인
CUST003396,2023-02-25,울산,산업,2년,할인
CUST003397,2023-12-13,경기,공공,장기,기본
CUST003398,2023-03-26,부산,산업,2년,프리미엄
CUST003399,2023-05-05,서울,주택,1년,기본
CUST003400,2023-09-22,대전,산업,장기,할인
CUST003401,2023-03-31,강원,주택,1년,기본
CUST003402,2023-10-10,인천,상업,장기,할인
CUST003403,2023-03-23,세종,산업,1년,프리미엄
CUST003404,2023-06-19,인천,상업,장기,프리미엄
CUST003405,2023-10-14,부산,상업,1년,할인
CUST003406,2023-08-07,서울,산업,장기,프리미엄
CUST003407,2023-08-25,부산,주택,장기,할인
CUST003408,2023-04-29,대전,상업,2년,기본
CUST003409,2023-07-27,울산,상업,1년,할인
CUST003410,2023-11-19,세종,산업,2년,기본
CUST003411,2023-04-05,대전,산업,1년,할인
CUST003412,2023-04-06,강원,산업,2년,프리미엄
CUST003413,2023-11-24,강원,산업,장기,할인
CUST003414,2023-12-03,부산,산업,2년,할인
CUST003415,2023-08-10,서울,공공,2년,할인
CUST003416,2023-07-22,대전,산업,장기,프리미엄
CUST003417,2023-01-15,광주,주택,2년,할인
CUST003418,2023-11-11,서울,상업,장기,프리미엄
CUST003419,2023-04-12,울산,주택,1년,할인
CUST003420,2023-08-19,강원,주택,2년,기본
CUST003421,2023-10-31,부산,공공,장기,할인
CUST003422,2023-08-08,대구,산업,장기,기본
CUST003423,2023-07-19,강원,상업,2년,프리미엄
CUST003424,2023-01-03,세종,주택,1년,프리미엄
CUST003425,2023-12-27,경기,산업,2년,할인
CUST003426,2023-04-20,대구,산업,장기,프리미엄
CUST003427,2023-04-16,부산,공공,1년,할인
CUST003428,2023-05-23,광주,공공,2년,프리미엄
CUST003429,2023-12-27,대구,공공,장기,기본
CUST003430,2023-02-02,세종,상업,2년,프리미엄
CUST003431,2023-10-23,서울,주택,1년,기본
CUST003432,2023-02-22,광주,공공,1년,할인
CUST003433,2023-10-02,강원,공공,1년,할인
CUST003434,2023-04-06,광주,공공,1년,할인
CUST003435,2023-07-07,대전,주택,1년,기본
CUST003436,2023-06-16,세종,주택,2년,할인
CUST003437,2023-04-11,대구,공공,1년,할인
CUST003438,2023-08-23,대전,공공,1년,기본
CUST003439,2023-02-28,광주,산업,장기,프리미엄
CUST003440,2023-05-15,대전,공공,1년,할인
CUST003441,2023-12-10,인천,상업,장기,프리미엄
CUST003442,2023-09-08,세종,상업,장기,프리미엄
CUST003443,2023-09-28,울산,공공,장기,할인
CUST003444,2023-11-24,서울,주택,2년,할인
CUST003445,2023-06-10,광주,산업,2년,기본
CUST003446,2023-11-02,세종,주택,장기,기본
CUST003447,2023-07-18,울산,공공,2년,할인
CUST003448,2023-11-09,울산,상업,1년,프리미엄
CUST003449,2023-07-20,부산,산업,2년,기본
CUST003450,2023-10-28,대전,주택,1년,기본
CUST003451,2023-02-28,울산,주택,1년,할인
CUST003452,2023-06-28,인천,공공,2년,할인
CUST003453,2023-06-30,세종,산업,2년,할인
CUST003454,2023-08-23,경기,상업,장기,할인
CUST003455,2023-11-13,경기,공공,2년,기본
CUST003456,2023-03-30,광주,산업,2년,기본
CUST003457,2023-12-11,강원,주택,2년,기본
CUST003458,2023-12-28,대전,공공,1년,프리미엄
CUST003459,2023-06-02,강원,주택,1년,기본
CUST003460,2023-11-11,울산,주택,1년,기본
CUST003461,2023-10-30,세종,공공,장기,할인
CUST003462,2023-02-13,광주,공공,장기,기본
CUST003463,2023-12-11,대구,공공,장기,기본
CUST003464,2023-03-10,울산,공공,1년,기본
CUST003465,2023-06-10,대전,공공,2년,할인
CUST003466,2023-03-02,경기,주택,장기,기본
CUST003467,2023-05-03,부산,상업,장기,기본
CUST003468,2023-06-06,세종,상업,1년,프리미엄
CUST003469,2023-03-01,서울,공공,장기,프리미엄
CUST003470,2023-04-04,강원,주택,2년,프리미엄
CUST003471,2023-07-11,광주,상업,1년,프리미엄
CUST003472,2023-12-22,강원,상업,1년,할인
CUST003473,2023-03-14,세종,상업,2년,프리미엄
CUST003474,2023-09-19,강원,주택,2년,기본
CUST003475,2023-07-18,세종,공공,2년,프리미엄
CUST003476,2023-08-03,강원,공공,장기,할인
CUST003477,2023-11-02,인천,공공,2년,프리미엄
CUST003478,2023-03-12,대구,산업,1년,프리미엄
CUST003479,2023-10-22,울산,산업,2년,할인
CUST003480,2023-07-16,울산,산업,1년,할인
CUST003481,2023-08-05,대전,주택,1년,할인
CUST003482,2023-04-06,서울,상업,장기,할인
CUST003483,2023-09-07,서울,상업,2년,할인
CUST003484,2023-11-22,대전,주택,장기,할인
CUST003485,2023-10-03,부산,주택,2년,기본
CUST003486,2023-12-22,울산,공공,2년,프리미엄
CUST003487,2023-11-27,부산,공공,2년,프리미엄
CUST003488,2023-03-30,세종,산업,2년,할인
CUST003489,2023-10-12,세종,산업,2년,할인
CUST003490,2023-03-27,경기,주택,1년,기본
CUST003491,2023-09-08,강원,산업,1년,기본
CUST003492,2023-05-28,서울,상업,2년,할인
CUST003493,2023-03-13,경기,주택,1년,기본
CUST003494,2023-04-06,대구,주택,장기,기본
CUST003495,2023-06-11,대전,상업,장기,할인
CUST003496,2023-08-19,대전,공공,장기,할인
CUST003497,2023-11-14,세종,공공,2년,할인
CUST003498,2023-01-28,울산,상업,2년,할인
CUST003499,2023-07-03,부산,상업,1년,프리미엄
CUST003500,2023-01-05,서울,산업,1년,프리미엄
CUST003501,2023-09-06,경기,주택,1년,할인
CUST003502,2023-03-11,부산,산업,장기,기본
CUST003503,2023-04-10,경기,상업,장기,할인
CUST003504,2023-07-16,강원,산업,장기,프리미엄
CUST003505,2023-10-15,대구,상업,장기,기본
CUST003506,2023-09-16,대구,산업,1년,프리미엄
CUST003507,2023-12-01,부산,산업,2년,할인
CUST003508,2023-09-11,부산,공공,2년,프리미엄
CUST003509,2023-07-29,부산,상업,장기,프리미엄
CUST003510,2023-12-17,경기,산업,2년,프리미엄
CUST003511,2023-09-09,강원,주택,2년,기본
CUST003512,2023-08-01,인천,산업,2년,프리미엄
CUST003513,2023-12-30,부산,산업,장기,기본
CUST003514,2023-08-16,울산,주택,1년,할인
CUST003515,2023-09-08,서울,상업,1년,할인
CUST003516,2023-03-27,서울,공공,2년,프리미엄
CUST003517,2023-02-12,경기,공공,1년,기본
CUST003518,2023-10-17,부산,공공,1년,할인
CUST003519,2023-01-16,세종,주택,장기,기본
CUST003520,2023-04-23,대전,산업,장기,기본
CUST003521,2023-05-30,인천,상업,2년,프리미엄
CUST003522,2023-01-17,울산,산업,2년,프리미엄
CUST003523,2023-05-21,강원,공공,2년,기본
CUST003524,2023-04-26,세종,산업,장기,기본
CUST003525,2023-10-03,대구,주택,1년,프리미엄
CUST003526,2023-05-28,세종,주택,장기,기본
CUST003527,2023-03-28,경기,상업,장기,프리미엄
CUST003528,2023-08-23,인천,상업,1년,기본
CUST003529,2023-10-17,광주,공공,1년,프리미엄
CUST003530,2023-09-11,광주,상업,2년,기본
CUST003531,2023-10-09,부산,산업,1년,프리미엄
CUST003532,2023-09-19,부산,주택,1년,기본
CUST003533,2023-02-27,경기,주택,1년,할인
CUST003534,2023-10-21,강원,주택,1년,할인
CUST003535,2023-02-28,부산,상업,2년,기본
CUST003536,2023-05-18,대전,주택,2년,할인
CUST003537,2023-10-06,인천,주택,1년,기본
CUST003538,2023-07-07,경기,주택,1년,기본
CUST003539,2023-10-05,서울,공공,2년,할인
CUST003540,2023-01-22,대구,공공,2년,기본
CUST003541,2023-08-14,경기,상업,1년,프리미엄
CUST003542,2023-10-07,경기,주택,장기,기본
CUST003543,2023-04-22,광주,상업,2년,기본
CUST003544,2023-08-06,울산,주택,2년,할인
CUST003545,2023-02-22,강원,주택,2년,프리미엄
CUST003546,2023-12-01,울산,주택,1년,기본
CUST003547,2023-05-07,대전,상업,1년,기본
CUST003548,2023-06-02,서울,상업,2년,기본
CUST003549,2023-01-17,광주,주택,1년,기본
CUST003550,2023-08-19,서울,산업,1년,기본
CUST003551,2023-05-15,대전,상업,2년,기본
CUST003552,2023-06-28,울산,공공,1년,프리미엄
CUST003553,2023-02-14,경기,상업,장기,프리미엄
CUST003554,2023-08-13,부산,주택,1년,기본
CUST003555,2023-03-02,부산,산업,1년,기본
CUST003556,2023-05-02,세종,주택,2년,할인
CUST003557,2023-04-18,대구,공공,2년,프리미엄
CUST003558,2023-10-29,강원,상업,장기,프리미엄
CUST003559,2023-12-19,대전,상업,1년,기본
CUST003560,2023-06-29,대구,주택,장기,프리미엄
CUST003561,2023-12-30,강원,주택,장기,프리미엄
CUST003562,2023-11-09,대구,공공,2년,할인
CUST003563,2023-11-20,울산,산업,1년,할인
CUST003564,2023-08-08,강원,공공,2년,프리미엄
CUST003565,2023-03-26,울산,산업,장기,프리미엄
CUST003566,2023-11-12,경기,상업,장기,프리미엄
CUST003567,2023-03-13,광주,산업,2년,기본
CUST003568,2023-04-16,울산,산업,2년,할인
CUST003569,2023-04-16,부산,상업,2년,기본
CUST003570,2023-01-31,대구,상업,2년,할인
CUST003571,2023-10-19,세종,상업,2년,할인
CUST003572,2023-06-29,인천,공공,장기,할인
CUST003573,2023-09-30,강원,상업,2년,프리미엄
CUST003574,2023-05-24,대전,주택,1년,할인
CUST003575,2023-11-02,세종,상업,장기,기본
CUST003576,2023-10-03,부산,상업,장기,할인
CUST003577,2023-03-28,울산,상업,1년,기본
CUST003578,2023-06-15,광주,산업,1년,할인
CUST003579,2023-12-27,경기,공공,장기,할인
CUST003580,2023-05-30,인천,상업,2년,프리미엄
CUST003581,2023-05-29,서울,공공,장기,기본
CUST003582,2023-10-21,세종,주택,장기,할인
CUST003583,2023-05-17,광주,주택,1년,할인
CUST003584,2023-09-21,서울,상업,장기,기본
CUST003585,2023-12-14,인천,주택,2년,할인
CUST003586,2023-02-18,대전,공공,1년,프리미엄
CUST003587,2023-03-11,대전,산업,장기,기본
CUST003588,2023-07-30,대구,상업,장기,프리미엄
CUST003589,2023-01-31,인천,주택,2년,기본
CUST003590,2023-05-22,인천,공공,장기,기본
CUST003591,2023-12-02,서울,공공,장기,기본
CUST003592,2023-03-06,광주,주택,장기,할인
CUST003593,2023-12-26,강원,공공,장기,기본
CUST003594,2023-03-09,서울,공공,2년,기본
CUST003595,2023-05-08,경기,상업,장기,기본
CUST003596,2023-03-16,대전,공공,장기,프리미엄
CUST003597,2023-12-31,대전,주택,장기,기본
CUST003598,2023-06-14,대구,상업,1년,할인
CUST003599,2023-05-07,경기,주택,2년,기본
CUST003600,2023-12-13,대전,산업,1년,기본
CUST003601,2023-07-21,서울,주택,1년,프리미엄
CUST003602,2023-09-08,경기,주택,2년,할인
CUST003603,2023-03-14,서울,상업,1년,할인
CUST003604,2023-10-23,강원,공공,1년,할인
CUST003605,2023-11-20,강원,주택,1년,기본
CUST003606,2023-05-18,대전,상업,2년,기본
CUST003607,2023-11-18,대전,산업,장기,할인
CUST003608,2023-08-01,광주,상업,2년,할인
CUST003609,2023-07-12,강원,상업,2년,프리미엄
CUST003610,2023-08-20,세종,공공,2년,할인
CUST003611,2023-02-08,세종,주택,1년,기본
CUST003612,2023-11-21,대구,산업,장기,기본
CUST003613,2023-02-17,강원,상업,2년,기본
CUST003614,2023-07-26,서울,주택,2년,프리미엄
CUST003615,2023-09-21,서울,주택,장기,할인
CUST003616,2023-05-23,부산,상업,장기,기본
CUST003617,2023-12-22,경기,주택,장기,프리미엄
CUST003618,2023-07-08,울산,상업,1년,프리미엄
CUST003619,2023-08-21,세종,상업,장기,기본
CUST003620,2023-09-07,대전,상업,1년,프리미엄
CUST003621,2023-06-17,대구,산업,2년,프리미엄
